,json_file,title,date,url,source,feature,edge_label,event_summary,triplet_semantic,quote_similarity,quote_best_match,judge_verdict,judge_reasoning,triplet_date,subject,predicate,object,parse_ok,new_subject,new_predicate,new_object,new_triplet,normalized_direction,normalized_triplet,refined_subject,refined_triplet,attribute
10,llm_response_0051_Bangladesh_Sangbad_Sangstha_BSS_20230109.json,"Govt focusing on signing PTAs, FTAs considering LDC graduation: Tipu | Business",2023-01-09,https://www.bssnews.net/business/104238,Bangladesh Sangbad Sangstha (BSS),balance_of_trade,mitigates export losses,Sign FTAs to offset,"2023-01-09, The difference between country-wide imports and exports. -> mitigates export losses -> Sign FTAs to offset",0.996,Bangladesh needs to sign FTAs with more potential countries and important economic blocs to offset the loss of preferential market access.,CONFIRMED,"The exact sentence recommending signing FTAs to 'offset the loss of preferential market access' appears in the article, and the surrounding text explicitly presents FTAs as a means to overcome post-LDC export losses at the national level.",2023-01-09,The difference between country-wide imports and exports.,mitigates export losses,Sign FTAs to offset,True,Signing FTAs,mitigates export losses,Loss of Preferential Market Access,(Signing FTAs) ── mitigates export losses ──> (Loss of Preferential Market Access),improve,(Signing FTAs) ── improve ──> (balance_of_trade),New Free Trade Agreements,(New Free Trade Agreements) ── improve ──> (balance_of_trade),"""New Free Trade Agreements: Trade Policy"""
11,llm_response_0054_Northern_Ireland_News_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.northernirelandnews.com/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,Northern Ireland News,imports,discourages imports,foreign reserves fall,"2023-05-16, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> discourages imports -> foreign reserves fall",0.994,"This has compelled the government to discourage unnecessary imports and cut spending,",CONFIRMED,"The exact sentence appears in the article ('This has compelled the government to discourage unnecessary imports and cut spending...') and clearly links falling reserves ('This') as the reason for the government discouraging imports; the action is described at the national government level, matching the scope.",2023-05-16,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",discourages imports,foreign reserves fall,True,Falling foreign reserves,discourages imports,Unnecessary imports,(Falling foreign reserves) ── discourages imports ──> (Unnecessary imports),decrease,(Falling foreign reserves) ── decrease ──> (imports),Government discouragement of imports,(Government discouragement of imports) ── decrease ──> (imports),"""Government discouragement of imports: Government Policy"""
12,llm_response_0054_Northern_Ireland_News_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.northernirelandnews.com/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,Northern Ireland News,balance_of_trade,lowers export revenue,move to Yuan,"2023-05-16, The difference between country-wide imports and exports. -> lowers export revenue -> move to Yuan",1.0,Moving to the Yuan for international trade will hurt Bangladesh's remittances from abroad and lower export revenue as well.,CONFIRMED,"The article contains the sentence 'Moving to the Yuan for international trade will hurt Bangladesh's remittances from abroad and lower export revenue as well,' which explicitly asserts a causal effect of adopting the Yuan on reduced export revenue and refers to Bangladesh at the national level.",2023-05-16,The difference between country-wide imports and exports.,lowers export revenue,move to Yuan,True,Move to the Yuan,lowers export revenue,Bangladesh's Export Revenue,(Move to the Yuan) ── lowers export revenue ──> (Bangladesh's Export Revenue),deteriorate,(Move to the Yuan) ── deteriorate ──> (balance_of_trade),Adoption of the Yuan for Trade,(Adoption of the Yuan for Trade) ── deteriorate ──> (balance_of_trade),"""Adoption of the Yuan: Currency Movement"""
13,llm_response_0067_Bangladesh_Sangbad_Sangstha_BSS_20230126.json,Refined sugar prices rise by Tk 5 per kg | Business,2023-01-26,https://www.bssnews.net/business/107336,Bangladesh Sangbad Sangstha (BSS),currency_log_return,increases cost,Dollar-driven sugar price rise,"2023-01-26, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> increases cost -> Dollar-driven sugar price rise",1.0,"The price was increased considering the price hike of unrefined sugar in the global market, dollar price increase, and increase in operational costs of local mills,",CONFIRMED,"The article contains the sentence attributing the price increase to 'dollar price increase' (quote present), explicitly stating that the price was raised for that reason (causal link), and discusses the decision at the national/industry level in Bangladesh (scope matches).",2023-01-26,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",increases cost,Dollar-driven sugar price rise,True,Dollar Price Increase,increases cost,Operational Costs of Local Mills,(Dollar Price Increase) ── increases cost ──> (Operational Costs of Local Mills),appreciate,(Dollar Price Increase) ── appreciate ──> (currency_log_return),Increase in Dollar Price,(Increase in Dollar Price) ── appreciate ──> (currency_log_return),"""Increase in Dollar Price: Currency Movement"""
14,llm_response_0070_ANN_20230607.json,High inflation and power crisis: PM Hasina asks ministries to find a way out,2023-06-07,https://asianews.network/high-inflation-and-power-crisis-pm-hasina-asks-ministries-to-find-a-way-out/,ANN,currency_log_return,increases import costs,dollar crisis raises prices,"2023-06-07, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> increases import costs -> dollar crisis raises prices",1.0,"Asked why the prices of certain products were rising in Bangladesh even though they were getting cheaper in the international market, Mannan said this happened because of the dollar crisis.",CONFIRMED,"The article directly quotes Mannan saying rising domestic prices happened 'because of the dollar crisis' and explains the taka's loss of value raises the 'actual buying price,' explicitly linking the dollar crisis (exchange-rate effect) to higher import/domestic prices for Bangladesh.",2023-06-07,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",increases import costs,dollar crisis raises prices,True,Dollar Crisis,increases import costs,Prices of Certain Products in Bangladesh,(Dollar Crisis) ── increases import costs ──> (Prices of Certain Products in Bangladesh),depreciate,(Dollar Crisis) ── depreciate ──> (currency_log_return),Bangladesh Dollar Crisis,(Bangladesh Dollar Crisis) ── depreciate ──> (currency_log_return),"""Bangladesh Dollar Crisis: Currency Movement"""
15,llm_response_0072_europesuncom_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.europesun.com/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,europesun.com,imports,discourages imports,"reserves fall, imports discouraged","2023-05-16, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> discourages imports -> reserves fall, imports discouraged",0.994,"This has compelled the government to discourage unnecessary imports and cut spending,",CONFIRMED,"The article contains the sentence 'This has compelled the government to discourage unnecessary imports and cut spending...', directly linking falling reserves to a government policy to discourage imports, and it refers to national-level (Bangladesh) policy affecting country-level imports.",2023-05-16,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",discourages imports,"reserves fall, imports discouraged",True,Declining Foreign Reserves,discourages imports,Unnecessary Imports,(Declining Foreign Reserves) ── discourages imports ──> (Unnecessary Imports),decrease,(Declining Foreign Reserves) ── decrease ──> (imports),Government Import Restrictions,(Government Import Restrictions) ── decrease ──> (imports),"""Government Import Restrictions: Government Policy"""
16,llm_response_0082_Bangladesh_Sangbad_Sangstha_BSS_20230601.json,Principles of budget should be to simplify people's lives through taming inflation: economists | National Budget 2023-2024,2023-06-01,https://www.bssnews.net/national-budget-2023-2024/127152,Bangladesh Sangbad Sangstha (BSS),imports,hampers imports,Lowering inflation hampers imports,"2023-06-01, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> hampers imports -> Lowering inflation hampers imports",1.0,The imports are being hampered due to the lowering trend of inflation for which there are dissimilarities between demand and supply.,CONFIRMED,"The article contains the sentence ‘‘The imports are being hampered due to the lowering trend of inflation...’’ which explicitly states a causal link and refers to imports at the national/economic level, matching the claimed scope.",2023-06-01,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",hampers imports,Lowering inflation hampers imports,True,Lowering Trend of Inflation,hampers imports,The Imports,(Lowering Trend of Inflation) ── hampers imports ──> (The Imports),decrease,(Lowering Trend of Inflation) ── decrease ──> (imports),Decline In Inflation,(Decline In Inflation) ── decrease ──> (imports),"""Decline in Inflation: Market Dynamics"""
17,llm_response_0085_LatestLY_20230516.json,World News | Bangladesh Government Should Think Twice Before Trading in Chinese Currency: Report | LatestLY,2023-05-16,https://www.latestly.com/agency-news/world-news-bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report-5130517.html,LatestLY,imports,discourages imports,reserve decline prompts curbs,"2023-05-16, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> discourages imports -> reserve decline prompts curbs",0.994,"This has compelled the government to discourage unnecessary imports and cut spending,",CONFIRMED,"The article contains the sentence ""This has compelled the government to discourage unnecessary imports and cut spending..."", linking falling reserves and related economic pressures directly to government actions to discourage imports, and the action is described at the national (country-wide) level.",2023-05-16,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",discourages imports,reserve decline prompts curbs,True,Reserve Decline,discourages imports,Unnecessary Imports,(Reserve Decline) ── discourages imports ──> (Unnecessary Imports),decrease,(Reserve Decline) ── decrease ──> (imports),Decline in Foreign Reserves,(Decline in Foreign Reserves) ── decrease ──> (imports),"""Decline in Foreign Reserves: Monetary Policy"""
18,llm_response_0085_LatestLY_20230516.json,World News | Bangladesh Government Should Think Twice Before Trading in Chinese Currency: Report | LatestLY,2023-05-16,https://www.latestly.com/agency-news/world-news-bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report-5130517.html,LatestLY,balance_of_trade,lowers export revenue,move to Yuan lowers exports,"2023-05-16, The difference between country-wide imports and exports. -> lowers export revenue -> move to Yuan lowers exports",1.0,Moving to the Yuan for international trade will hurt Bangladesh's remittances from abroad and lower export revenue as well.,CONFIRMED,"The exact sentence appears in the article stating 'Moving to the Yuan for international trade will ... lower export revenue as well,' which is an explicit causal claim about Bangladesh's national export revenue, matching the balance_of_trade scope.",2023-05-16,The difference between country-wide imports and exports.,lowers export revenue,move to Yuan lowers exports,True,Move to the Yuan,lowers export revenue,Bangladesh's Export Revenue,(Move to the Yuan) ── lowers export revenue ──> (Bangladesh's Export Revenue),deteriorate,(Move to the Yuan) ── deteriorate ──> (balance_of_trade),Adoption of the Yuan,(Adoption of the Yuan) ── deteriorate ──> (balance_of_trade),"""Adoption of the Yuan: Currency Movement"""
19,llm_response_0096_Prothomalo_20230521.json,"US key export destination, Saudi Arabia top remittance source",2023-05-21,https://en.prothomalo.com/business/local/sycr1wg79y,Prothomalo,balance_of_trade,increases trade deficit,imports exceed exports,"2023-05-21, The difference between country-wide imports and exports. -> increases trade deficit -> imports exceed exports",0.769,"imports come from China and India. As a result, the trade deficit has to be met mainly with remittance.",CONFIRMED,"The article literally states 'The import costs here are much higher than the export revenue. As a result, the trade deficit has to be met mainly with remittance,' which explicitly links imports exceeding exports to creating a national trade deficit.",2023-05-21,The difference between country-wide imports and exports.,increases trade deficit,imports exceed exports,True,High Import Costs,increases trade deficit,Trade Deficit,(High Import Costs) ── increases trade deficit ──> (Trade Deficit),deteriorate,(High Import Costs) ── deteriorate ──> (balance_of_trade),Excessive Imports from China and India,(Excessive Imports from China and India) ── deteriorate ──> (balance_of_trade),"""Excessive Imports from China: Market Dynamics"", ""Excessive Imports from India: Market Dynamics"""
20,llm_response_0109_Daily_Sun_20230605.json,PM sees next election as a challenge     | Daily Sun |,2023-06-05,https://www.daily-sun.com/post/693276/PM-sees-next-election-as-a-challenge,Daily Sun,balance_of_trade,increases exports,boost agricultural production,"2023-06-05, The difference between country-wide imports and exports. -> increases exports -> boost agricultural production",1.0,"boost up agricultural production by not keeping any piece of land uncultivated in the country, in order to meet the local demand and also export those.",CONFIRMED,"The exact sentence appears in the article urging to ""boost up agricultural production... in order to meet the local demand and also export those,"" which explicitly links increasing production as a means to enable exports; the statement is made at the national level, matching the country-wide balance-of-trade scope.",2023-06-05,The difference between country-wide imports and exports.,increases exports,boost agricultural production,True,Boosted Agricultural Production,increases exports,Agricultural Produce,(Boosted Agricultural Production) ── increases exports ──> (Agricultural Produce),improve,(Boosted Agricultural Production) ── improve ──> (balance_of_trade),Increased Agricultural Production,(Increased Agricultural Production) ── improve ──> (balance_of_trade),"""Increased Agricultural Production: Industry Activity"""
21,llm_response_0134_Bangladesh_Sangbad_Sangstha_BSS_20230527.json,CPD for coordination between monetary and fiscal policies to tame inflation | Business,2023-05-27,https://www.bssnews.net/business/127672,Bangladesh Sangbad Sangstha (BSS),currency_log_return,raises commodity prices,Taka–USD exchange impact,"2023-05-27, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> raises commodity prices -> Taka–USD exchange impact",0.99,"""Besides, the Taka and US dollar exchange rate is also playing a role to raise the price of commodities,""",CONFIRMED,"The article contains the exact sentence stating the Taka–US dollar exchange rate 'is also playing a role to raise the price of commodities,' which explicitly asserts a causal effect and refers to the national (country-level) exchange rate impact on prices.",2023-05-27,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",raises commodity prices,Taka–USD exchange impact,True,Taka and US Dollar Exchange Rate,raises commodity prices,Commodity Prices,(Taka and US Dollar Exchange Rate) ── raises commodity prices ──> (Commodity Prices),depreciate,(Taka and US Dollar Exchange Rate) ── depreciate ──> (currency_log_return),Taka–US Dollar Exchange Rate,(Taka–US Dollar Exchange Rate) ── depreciate ──> (currency_log_return),"""Taka–US Dollar Exchange Rate: Currency Movement"""
22,llm_response_0135_Bangladesh_Sangbad_Sangstha_BSS_20230618.json,Rationalize public sector borrowing to encourage private borrowing: DCCI | Business,2023-06-18,https://www.bssnews.net/business/131959,Bangladesh Sangbad Sangstha (BSS),currency_log_return,stabilizes exchange rate,unified exchange rate adoption,"2023-06-18, Volatility in the exchange rate (e.g., USD to BDT) affecting import costs. -> stabilizes exchange rate -> unified exchange rate adoption",1.0,a unified exchange rate will stabilize the market.,CONFIRMED,"The article explicitly states ""a unified exchange rate will stabilize the market,"" which directly asserts a causal relationship (unified exchange rate → market/exchange-rate stability) at the national level discussed in the piece.",2023-06-18,"Volatility in the exchange rate (e.g., USD to BDT) affecting import costs.",stabilizes exchange rate,unified exchange rate adoption,True,Unified Exchange Rate Adoption,stabilizes exchange rate,The Market,(Unified Exchange Rate Adoption) ── stabilizes exchange rate ──> (The Market),stable,(Unified Exchange Rate Adoption) ── stable ──> (currency_log_return),Unified Exchange Rate Adoption,(Unified Exchange Rate Adoption) ── stable ──> (currency_log_return),"""Unified Exchange Rate Adoption: Monetary Policy"""
23,llm_response_0142_Bangladesh_Sangbad_Sangstha_BSS_20230601.json,Proposed budget favorable to build Smart Bangladesh: Rangpur Chamber | Business,2023-06-01,https://www.bssnews.net/business/128643,Bangladesh Sangbad Sangstha (BSS),imports,discourages imports,increase regulatory duties,"2023-06-01, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> discourages imports -> increase regulatory duties",0.994,"increase regulatory duties to discourage import of non-essential and luxury goods,",CONFIRMED,"The article contains the line stating the budget will ""increase regulatory duties to discourage import of non-essential and luxury goods,"" which explicitly links the duty increase as intended to discourage imports and is presented as a national budget measure (country-level scope).",2023-06-01,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",discourages imports,increase regulatory duties,True,Increase in Regulatory Duties,discourages imports,Non-Essential and Luxury Goods,(Increase in Regulatory Duties) ── discourages imports ──> (Non-Essential and Luxury Goods),decrease,(Increase in Regulatory Duties) ── decrease ──> (imports),Regulatory Duty Hike,(Regulatory Duty Hike) ── decrease ──> (imports),"""Regulatory Duty Hike: Trade Policy"""
24,llm_response_0145_The_Financial_Express_20230102.json,"DCCI pushes to ensure smooth energy supply, improve ease of doing business in 2023",2023-01-02,https://thefinancialexpress.com.bd/trade/dcci-pushes-to-ensure-smooth-energy-supply-improve-ease-of-doing-business-in-2023-1672628067,The Financial Express,imports,negatively impacts imports,Taka devaluation hurts imports,"2023-01-02, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> negatively impacts imports -> Taka devaluation hurts imports",1.0,"devaluation of the Taka against the US Dollar has challenged the country's financial sector, resulting in some negative impact on the import of energy, industrial raw materials",CONFIRMED,"The article contains the sentence stating devaluation of the Taka 'has challenged the country's financial sector, resulting in some negative impact on the import of energy, industrial raw materials', which explicitly expresses a cause-and-effect link at the national level regarding imports.",2023-01-02,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",negatively impacts imports,Taka devaluation hurts imports,True,Taka Devaluation,negatively impacts imports,Energy Imports,(Taka Devaluation) ── negatively impacts imports ──> (Energy Imports),decrease,(Taka Devaluation) ── decrease ──> (imports),Devaluation of the Taka,(Devaluation of the Taka) ── decrease ──> (imports),"""Devaluation of the Taka: Currency Movement"""
