,Sales
104,0.009743256640798609
105,0.13808074937608977
106,0.07415131106628836
107,0.09609927865713996
108,0.021537725205975872
109,0.0035896208676626457
110,0.0
111,0.0
112,0.0
113,0.0
114,0.022392396841133647
115,0.057126252093945534
116,0.06632251888824317
117,0.0
118,0.016443882260435548
119,0.064544801887115
120,0.0
121,0.10512461112440605
122,0.15444942053263144
123,0.027383679190455038
124,0.0
125,0.0017093432703155454
126,0.13811493624149607
127,0.10792793408772354
128,0.053023828245188226
129,0.06334826159789411
130,0.047246247991521675
131,0.0
132,0.0
133,0.06163891832757857
134,0.025845270247171048
135,0.04054562237188474
136,0.03033058698847904
137,0.03784486000478618
138,0.0
139,0.0003418686540631091
140,0.023007760418447244
141,0.028238350825612813
142,0.0061878226385422746
143,0.016649003452873415
144,0.034357799733342465
145,0.0
146,0.010085125294861719
147,0.025776896516358425
148,0.01846090731940789
149,0.016409695395029237
150,0.0004991282349321393
151,0.008204847697514618
152,0.0
153,0.0017093432703155454
154,0.01764042254965643
155,0.00789716590885782
156,0.019315578954565666
157,0.041605415199480376
158,0.03777648627397356
159,0.0
160,0.0
161,0.01011931216026803
162,0.01384568048955592
163,0.001196540289220882
164,0.034357799733342465
165,0.04064818296810367
166,0.0
167,0.0018802775973471
168,0.02813579022939388
169,0.03630645106150219
170,0.023930805784417638
171,0.02478547741957541
172,0.03411849167549829
173,0.0
174,0.00023930805784417637
175,0.024477795630918613
176,0.024717103688762787
177,0.0038973026563194437
178,0.0
179,0.0
180,0.0
181,0.0
182,0.023930805784417638
183,0.052340090937062
184,0.031725411097056525
185,0.013777306758743297
186,0.04266520802707602
187,0.0
188,0.002372568459197977
189,0.07189497794947185
190,0.04064818296810367
221,0.17722471026631575
222,0.14854193019042092
223,0.20140620833475786
224,0.1606426446959079
225,0.12143174592321636
226,0.0
227,0.011076544391644735
228,0.33209121055690416
229,0.22891525076065786
230,0.2534272332569828
231,0.149430788690985
232,0.21780451950360682
233,0.0
234,0.015619124132508298
235,0.24492041297733422
236,0.15490068715599473
237,0.11045919797613761
238,0.16754982735632978
239,0.17595979624628225
240,0.0
241,0.007828792178045198
242,0.20830628012717525
243,0.10659464633687742
244,0.08112543160917579
245,0.11336364568732699
246,0.12833749273529116
247,0.0
248,0.008786024409421904
249,0.17158387747427445
250,0.13329458821920623
251,0.12769648900892283
252,0.09213804656251073
253,0.10709462924344472
254,0.0
255,0.03346894123277838
256,0.16833612526067493
257,0.08604834022768457
258,0.07197453078527234
259,0.07194054904105845
260,0.14908892003692187
261,0.0
262,0.003794742060100511
263,0.18129294724966677
264,0.161287921780452
265,0.30809203104167393
266,0.1181113466206284
267,0.09162934600526482
268,0.0
269,0.03730354517794265
270,0.21186335509897097
271,0.34360564311191666
272,0.0
273,0.16368254076783706
274,0.11851304228915256
275,0.0
276,0.002442936423825967
277,0.15756156484678593
278,0.19621693845224675
279,0.14354066527640086
280,0.1252607318268322
281,0.13079894704454553
282,0.0
283,0.004974188916618237
284,0.11569973676113643
285,0.17100270076236718
286,0.08225359816758405
287,0.0006837373081262182
288,0.13199548733376643
289,0.0
290,0.017030768178865688
291,0.10591090902875121
292,0.07117705377593932
293,0.07114286691053301
294,0.0601688831151072
295,0.07058729616081504
296,0.0
297,0.009617893405353668
298,0.07853293904481902
299,0.0751996854808383
300,0.049625072647089014
301,0.030771016375508543
302,0.0915723565006325
303,0.0
304,0.029064647362483348
305,0.0
306,0.09384294554032345
307,0.07057307442480602
308,0.035349218830125484
309,0.0431667293425866
310,0.0
311,0.005576732419404467
312,0.054009538135448384
313,0.12229783597141983
314,0.09225465796041166
315,0.07808280058801412
316,0.06399637619226696
317,0.0
318,0.02290519982222831
319,0.17490998598338528
320,0.07679651977710167
321,0.17561792759221914
322,0.11601312775631607
323,0.14409763768760048
324,0.0
325,0.025892277187104726
326,0.2244450788007248
327,0.20009572322313776
328,0.21014666165259316
329,0.032716830193839544
330,0.006016888311510721
331,0.0
332,0.0
333,0.0
334,0.0
335,0.09302246077057198
336,0.17158387747427445
337,0.20865953300741866
338,0.0
339,0.00225633311681652
340,0.23230258794571135
341,0.0
342,0.4508563809784283
343,0.4015090082390348
344,0.046485590236231264
345,0.0
346,0.0391781477556323
347,0.3612526067484874
348,0.29725479470787336
349,0.26501658062972216
350,0.11835492803664838
351,0.159550100851253
352,0.0
353,0.00338449967522478
354,0.11644046357389497
355,0.08413387576493116
356,0.10638952514443956
357,0.14449789750777756
358,0.17038733718505358
359,0.0
360,0.002666575501692251
361,0.11678233222795807
362,0.139556493795084
363,0.04748555604936586
364,0.07568972000957236
365,0.04707531366449012
366,0.0003418686540631091
367,0.014700352124713692
368,0.12054288742265228
369,0.09192848107757004
370,0.042870329219513885
371,0.01371334313356809
372,0.055416908823629984
373,0.0
374,0.01244699326518752
375,0.09678301596526619
376,0.08011120987316676
377,0.06977539229428056
378,0.07558715941335342
379,0.10691942155823737
380,0.0
381,0.02372995795015556
382,0.11594902738367924
383,0.09431301493966023
384,0.05367765204608392
385,0.04381617722471028
386,0.2368850637585041
387,0.0
388,0.024576082868961756
389,0.22867024489191262
390,0.20601164632548183
391,0.16544021287021535
392,0.11916971499549878
393,0.19283260971134897
394,0.0
395,0.014248812006427136
396,0.22068618736681378
397,0.11714271876744961
398,0.04472154798126562
399,0.0
400,0.0
401,0.0
402,0.0
403,0.13267922464189263
404,0.16457129670780493
405,0.1653063143140406
406,0.1564889405490411
407,0.2149328228094767
408,0.0
409,0.009303271683019388
410,0.30150822194113036
411,0.13972171891559268
442,0.06218590817407955
443,0.043793374585484275
444,0.025161532939044832
445,0.017879730607500605
446,0.03179378482786915
447,0.0
448,0.020785614167037034
449,0.060920994154046046
450,0.031622850500837595
451,0.06122867594270284
452,0.060550613654234066
453,0.04184472325732456
454,0.0
455,0.012931181839937102
456,0.028716966941301166
457,0.0695360842364364
458,0.0629722060784247
459,0.01425592287443165
460,0.02839219171994121
461,0.0
462,0.008546716351577728
463,0.03443472018050667
464,0.02222146251410209
465,0.02481966428498172
466,0.020580492974599168
467,0.06775836723530823
468,0.0
469,0.009469761717548122
470,0.03452873406037402
471,0.04740008888585008
472,0.05468472872722303
473,0.010657755290417426
474,0.018153225530751094
475,0.0
476,0.00789716590885782
477,0.02105910909028752
478,0.027383679190455038
479,0.03227811015008036
480,0.034255239137123535
481,0.01688831151071759
482,0.0
483,0.010153499025674341
484,0.036238077330689566
485,0.02249495743735258
486,0.025366654131482695
487,0.02115883217667773
488,0.01497384704796418
489,0.0
490,0.015213155105808356
491,0.04184472325732456
492,0.059686665982929356
493,0.0
494,0.04735881394368284
495,0.015623374699440485
496,0.0
497,0.0018859526170045477
498,0.024583205132588073
499,0.017492279466229083
500,0.045534033024512
501,0.011202010187685896
502,0.016819937779904967
503,0.0
504,0.01199958975761513
505,0.016244470274520535
506,0.04622064202933235
507,0.013572185566305432
508,0.0
509,0.03958839014050804
510,0.0
511,0.004005572459061231
512,0.022871012956822
513,0.004034050117944688
514,0.014649071826604226
515,0.01320467676318759
516,0.014110628696454828
517,0.0
518,0.008170660832108307
519,0.007281802331544224
520,0.03969095073672697
521,0.006495504427199073
522,0.0073843629277631564
523,0.004444292502820418
524,0.0
525,0.005298964137978191
526,0.0
527,0.01165772110355202
528,0.002324706847629142
529,0.004786161156883528
530,0.002109785420441467
531,0.0
532,0.0012706232265563577
533,0.005401524734197124
534,0.006119448907729653
535,0.01622450514512325
536,0.005333151003384502
537,0.007931352774264131
538,0.0
539,0.0035896208676626457
540,0.0282810502205053
541,0.019657447608628774
542,0.015725958086903018
543,0.009401387986735501
544,0.0338449967522478
545,0.0
546,0.004683600560664595
547,0.03148610303921235
548,0.02899046186455165
549,0.05246545417250694
550,0.025400840996889006
551,0.00748692352398209
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0056408327920413
557,0.045605278452018755
558,0.05598670130935697
559,0.0
560,0.0018460907319407891
561,0.05069912139755908
562,0.0
563,0.11175686301323037
564,0.08069525828176818
565,0.021685856893781417
566,0.0
567,0.029366517384021074
568,0.10358620218112206
569,0.05370756555331444
570,0.032716830193839544
571,0.05281870705275036
572,0.017503675088031186
573,0.0
574,0.00020512119243786545
575,0.03132371542853237
576,0.027554613517486594
577,0.02105910909028752
578,0.019389661891901142
579,0.037366243889097824
580,0.0
581,0.00225633311681652
582,0.02485385115038803
583,0.05610064613175621
584,0.023212881610885108
585,0.03305869884790265
586,0.03319544630952789
587,0.0
588,0.04102423848757309
589,0.007008307408293737
590,0.013777306758743297
591,0.006811732932207449
592,0.009952377696489014
593,0.001606782674096613
594,0.0
595,0.007663567057536498
596,0.03975932446753959
597,0.032169840347338566
598,0.03719530956206627
599,0.025742709650952114
600,0.021141727348352773
601,0.0
602,0.004649413695258284
603,0.018153225530751094
604,0.03346894123277838
605,0.018258635032420555
606,0.016104851116201163
607,0.10062049160712459
608,0.0
609,0.031110047519742928
610,0.03685344090800316
611,0.026571741137055155
612,0.01782275249849009
613,0.02191662963089582
614,0.03176814467881441
615,0.0
616,0.04168233564664458
617,0.01671452827823551
618,0.014905473317151557
619,0.007047964172165057
620,0.0
621,0.0
622,0.0
623,0.0
624,0.002393080578441764
625,0.0035896208676626457
626,0.02064886670541179
627,0.020663122628286224
628,0.03357150182899731
629,0.0
630,0.012614953334928725
631,0.05729127209326179
632,0.018973710300502555
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0010597928275956382
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0003418686540631091
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1105,0.0014358483470650583
1106,0.0012649140200335037
1107,0.0017435301357218564
1108,0.0016751564049092345
1109,0.0006153635773135964
1110,0.0
1111,0.0
1112,0.003452873406037402
1113,0.002734949232504873
1114,0.0032477522135995365
1115,0.005196403541759259
1116,0.0035554340022563346
1117,0.0
1118,0.00043731838227752915
1119,0.0008888585005640836
1120,0.0036921814638815782
1121,0.0024970770230077614
1122,0.0024272674438480745
1123,0.0036579945984752675
1124,0.0
1125,0.0
1126,0.003281939079005847
1127,0.0029058835595364273
1128,0.0012991008854398146
1129,0.0018802775973471
1130,0.0036921814638815782
1131,0.0
1132,0.0005811767119072855
1133,0.0027691360979111837
1134,0.004683600560664595
1135,0.0024956411746606963
1136,0.0020368534409080045
1137,0.000786297904345151
1138,0.0
1139,0.0
1140,0.0013332877508461256
1141,0.0006153635773135964
1142,0.0007521110389388401
1143,0.00017093432703155456
1144,0.001538408943283991
1145,0.0
1146,0.0005128029810946637
1147,0.0006837373081262182
1148,0.0020853987897849658
1149,0.0041707975795699315
1150,0.001844654883593724
1151,0.005743393388260233
1152,0.0
1153,0.00023930805784417637
1154,0.00413661071416362
1155,0.006153635773135964
1156,0.0005128029810946637
1157,0.0015042220778776802
1158,0.0009914190967830164
1159,0.0
1160,0.0
1161,0.002017025058972344
1162,0.003111004751974293
1163,0.0004444292502820418
1164,0.0008676626440121709
1165,0.0028716966941301166
1166,0.0
1167,0.0013674746162524365
1168,0.0069741205428874254
1169,0.0036238077330689564
1170,0.002803322963317495
1171,0.0
1172,0.003145191617380604
1173,0.0
1174,0.0020853987897849658
1175,0.002222146251410209
1176,0.0005469898465009746
1177,0.0005469898465009746
1178,0.00013674746162524364
1179,0.003281939079005847
1180,0.0
1181,0.0003418686540631091
1182,0.005541075518785685
1183,0.0029941996285027302
1184,0.0008090891479493584
1185,0.0007036796462798994
1186,0.00018517885428418412
1187,0.0
1188,0.0
1189,0.0
1190,0.0005840256173578112
1191,0.0003908698278121546
1192,0.00020797009788839135
1193,9.914190967830164e-06
1194,0.0
1195,0.0
1196,0.00013674746162524364
1197,3.1315168712180796e-05
1198,0.00032192631590942773
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,6.837373081262182e-05
1205,0.00010256059621893273
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0003418686540631091
1213,0.00037605551946942004
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.00017093432703155456
1220,0.0004102423848757309
1221,3.418686540631091e-05
1222,0.0
1223,0.00020512119243786545
1224,0.0013361366562966517
1225,0.0
1226,0.001196540289220882
1227,0.0008218522443677143
1228,9.982564698642785e-06
1229,0.0
1230,3.418686540631091e-05
1231,0.0006837373081262182
1232,0.0013332877508461256
1233,0.0013674746162524365
1234,0.0025982017708796293
1235,0.0036921814638815782
1236,0.0
1237,0.0008888585005640836
1238,0.002974257290349049
1239,0.003931489521725754
1240,0.0024956411746606963
1241,0.008013982427951184
1242,0.009674882909985989
1243,0.0
1244,0.0003418686540631091
1245,0.003999863252538377
1246,0.001914464462753411
1247,0.0010939796930019491
1248,0.001196540289220882
1249,0.0003418686540631091
1250,0.0
1251,0.00010256059621893273
1252,0.0015042220778776802
1253,0.0012649140200335037
1254,0.0007521110389388401
1255,0.0007008307408293737
1256,0.001004239171310383
1257,0.0
1258,3.418686540631091e-05
1259,0.001914464462753411
1260,0.0022093261768828427
1261,0.0025355258509680593
1262,0.0024229940856722856
1263,0.0037263683292878894
1264,0.0
1265,0.00013674746162524364
1266,0.004410105637414108
1267,0.003828928925506822
1268,0.0024956411746606963
1269,0.0005357765546477046
1270,0.0041707975795699315
1271,0.0
1272,0.0010256059621893273
1273,0.008922771871047147
1274,0.003076817886567982
1275,0.0030084441557553603
1276,0.0017093432703155454
1277,0.0029058835595364273
1278,0.0
1279,0.0003418686540631091
1280,0.0039656763871320656
1281,0.004375918772007797
1282,0.0017093432703155454
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0014458195161418986
1289,0.0003076817886567982
1290,0.0002222146251410209
1291,0.00017093432703155456
1292,0.0
1293,4.9912823493213926e-05
1294,0.0021195856551912765
1295,0.0005811767119072855
1326,0.003418686540631091
1327,0.0005128029810946637
1328,0.00037605551946942004
1329,0.0017093432703155454
1330,0.0
1331,0.0
1332,0.0
1333,0.0009572322313767055
1334,0.00020512119243786545
1335,0.005128029810946636
1336,0.0006837373081262182
1337,0.0
1338,0.0
1339,3.702437523503472e-05
1340,0.0
1341,0.0
1342,0.00017093432703155456
1343,0.0009230453659703946
1344,0.00017093432703155456
1345,0.0
1346,0.0
1347,0.00013674746162524364
1348,0.0004102423848757309
1349,0.0012649140200335037
1350,0.0
1351,0.0003418686540631091
1352,0.0
1353,0.0006837373081262182
1354,0.00020512119243786545
1355,0.001196540289220882
1356,0.0003418686540631091
1357,9.982564698642785e-05
1358,0.0
1359,0.0
1360,6.837373081262182e-05
1361,6.837373081262182e-05
1362,0.00010256059621893273
1363,0.0
1364,0.00017093432703155456
1365,0.00017093432703155456
1366,0.0
1367,0.0005128029810946637
1368,0.003418686540631091
1369,0.00017093432703155456
1370,0.0
1371,0.0002621106970701857
1372,0.0
1373,0.0
1374,0.0
1375,0.0003076817886567982
1376,0.0
1377,0.0
1378,0.005367337868790813
1379,0.0
1380,0.0
1381,0.0010256059621893273
1382,0.0003418686540631091
1383,0.0
1384,0.00017093432703155456
1385,0.00019930942531879263
1386,0.00010256059621893273
1387,0.0
1388,0.003350312809818469
1389,0.00010256059621893273
1390,0.009162079928891323
1391,0.0012307271546271928
1392,0.0
1393,0.0004102423848757309
1394,0.0
1395,3.418686540631091e-05
1396,0.003145191617380604
1397,0.0007179241735325292
1398,0.00023930805784417637
1399,0.0
1400,0.0003788930292981438
1401,0.0
1402,0.00020512119243786545
1403,0.0018489396373913155
1404,0.0005612343737536043
1405,0.0003418686540631091
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0009116497441682911
1412,0.0010740373548482679
1413,0.0
1414,8.546716351577728e-06
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,6.837373081262182e-05
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,1.425592287443165e-05
1425,0.0
1426,0.0005128029810946637
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0008888585005640836
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0005128029810946637
1445,0.0
1446,0.0
1447,0.007692044716419955
1448,2.564014905473318e-05
1449,0.0007179241735325292
1450,0.0
1451,0.0
1452,6.837373081262182e-05
1453,0.0005128029810946637
1454,0.0
1455,0.0017777170011281673
1456,0.00020512119243786545
1457,0.0
1458,0.00010256059621893273
1459,0.00020512119243786545
1460,0.0028375098287238055
1461,0.00017093432703155456
1462,0.001222180438275615
1463,0.0005811767119072855
1464,0.0
1465,0.0004102423848757309
1466,0.00020512119243786545
1467,0.0005469898465009746
1468,0.00023930805784417637
1469,0.00017093432703155456
1470,0.001196540289220882
1471,0.0
1472,0.0
1473,0.0008888585005640836
1474,0.00047861611568835274
1475,0.00013674746162524364
1476,0.00037605551946942004
1477,0.0
1478,0.0
1479,6.837373081262182e-05
1480,0.005543970006723421
1481,0.0007777511879935732
1482,0.00225633311681652
1483,0.0007407154171367366
1484,0.0002734949232504873
1485,0.0
1486,0.0
1487,0.0010256059621893273
1488,0.0006837373081262182
1489,0.0002734949232504873
1490,0.000569792485726984
1491,0.006085262042323342
1492,0.0
1493,0.00020512119243786545
1494,0.0010939796930019491
1495,0.00010256059621893273
1496,0.0005469898465009746
1497,0.00023930805784417637
1498,0.003281939079005847
1499,0.0
1500,0.00017093432703155456
1501,0.0006495504427199073
1502,0.00017093432703155456
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0002222146251410209
1512,3.418686540631091e-05
1513,0.0
1514,6.837373081262182e-05
1515,0.0
1516,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.00017093432703155456
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.00017093432703155456
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
