,json_file,title,date,url,source,feature,edge_label,event_summary,triplet_semantic,quote_similarity,quote_best_match,judge_verdict,judge_reasoning,triplet_date,subject,predicate,object,parse_ok,new_subject,new_predicate,new_object,new_triplet,normalized_direction,normalized_triplet,refined_subject,refined_triplet,attribute
10,llm_response_0162_Bangladesh_Sangbad_Sangstha_BSS_20230601.json,Govt giving priority to addressing climate change impacts: Kamal | National Budget 2023-2024,2023-06-01,https://www.bssnews.net/national-budget-2023-2024/128532,Bangladesh Sangbad Sangstha (BSS),imports,mitigates import-driven inflation,Mitigating import inflation,"2023-06-01, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> mitigates import-driven inflation -> Mitigating import inflation",0.989,mitigate the impact of import-induced inflation.,CONFIRMED,"The article explicitly says the government is expanding social protection and distributing food to low-income people 'to mitigate the impact of import-induced inflation,' which directly supports the claimed causal relationship. The statement is clearly at a country-wide policy level, matching the feature's scope.",2023-06-01,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",mitigates import-driven inflation,Mitigating import inflation,True,Imports,mitigates import-driven inflation,Import-Induced Inflation,(Imports) ── mitigates import-driven inflation ──> (Import-Induced Inflation),increase,(Imports) ── increase ──> (imports),Import-induced Inflation Mitigation,(Import-induced Inflation Mitigation) ── increase ──> (imports),"""Import-induced Inflation: Market Dynamics"""
11,llm_response_0171_Cambodian_Times_20230124.json,Bangladesh may overtake China to be EU's biggest apparel source,2023-01-24,https://www.cambodiantimes.com/news/273425360/bangladesh-may-overtake-china-to-be-eu-biggest-apparel-source,Cambodian Times,imports,diverts sourcing orders,Work orders shift from China,"2023-01-24, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> diverts sourcing orders -> Work orders shift from China",0.985,"This is resulting in work orders being shifted from China to other Asian countries like Bangladesh,",CONFIRMED,"The article explicitly says, ""This is resulting in work orders being shifted from China to other Asian countries like Bangladesh,"" which closely matches the quoted evidence. It directly presents a cause-and-effect relationship at the industry/country sourcing level, so the scope also matches.",2023-01-24,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",diverts sourcing orders,Work orders shift from China,True,Work Orders Shifting,diverts sourcing orders,Bangladesh,(Work Orders Shifting) ── diverts sourcing orders ──> (Bangladesh),decrease,(Work Orders Shifting) ── decrease ──> (imports),Work Orders Shift from China,(Work Orders Shift from China) ── decrease ──> (imports),"""Work Orders Shift: Market Dynamics"""
12,llm_response_0201_ANN_20230526.json,"Rise of inequality, drumbeat of development",2023-05-26,https://asianews.network/rise-of-inequality-drumbeat-of-development/,ANN,imports,halts further orders,Gold stock ran out,"2023-05-26, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> halts further orders -> Gold stock ran out",0.985,the hotel's stock of imported edible gold ran out within six days and it had to stop taking orders.,CONFIRMED,"The quoted wording appears in the article almost exactly: the hotel's stock of imported edible gold ran out within six days and it had to stop taking orders. This is an explicit cause-and-effect statement at the same single-hotel scope, so the claimed relationship is supported.",2023-05-26,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",halts further orders,Gold stock ran out,True,Gold Stock Ran Out,halts further orders,Taking Orders,(Gold Stock Ran Out) ── halts further orders ──> (Taking Orders),decrease,(Gold Stock Ran Out) ── decrease ──> (imports),Imported Edible Gold Stock,(Imported Edible Gold Stock) ── decrease ──> (imports),"""Imported Edible Gold Stock: Market Dynamics"""
13,llm_response_0218_Prothomalo_20230604.json,"Global prices fall, no  impact on local market woes",2023-06-04,https://en.prothomalo.com/business/local/1q4bvruzz4,Prothomalo,imports,disrupts imports,Import disruption raises inflation,"2023-06-04, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> disrupts imports -> Import disruption raises inflation",1.0,"Inflation in the country is now caused by the appreciation of the dollar, disruption of imports due to the crisis",CONFIRMED,"The quoted text appears almost verbatim in the article: 'Inflation in the country is now caused by the appreciation of the dollar, disruption of imports due to the crisis and rising production costs in local level.' This explicitly states a causal relationship between import disruption and inflation at the country level, matching the claimed scope.",2023-06-04,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",disrupts imports,Import disruption raises inflation,True,Dollar Appreciation,disrupts imports,Imports,(Dollar Appreciation) ── disrupts imports ──> (Imports),decrease,(Dollar Appreciation) ── decrease ──> (imports),Import Disruption,(Import Disruption) ── decrease ──> (imports),"""Import Disruption: Global Shock"""
14,llm_response_0222_Bangladesh_Sangbad_Sangstha_BSS_20230413.json,Businessmen will be happy seeing next budget: Kamal | Business,2023-04-13,https://www.bssnews.net/business/120673,Bangladesh Sangbad Sangstha (BSS),imports,reduces import cost,FBCCI proposes tax cuts on imports,"2023-04-13, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> reduces import cost -> FBCCI proposes tax cuts on imports",0.991,reducing Advance Income Tax (AIT) in phases at import stage at 3 percent from 5 percent to reduce the cost in industrial production and in trade and commerce.,CONFIRMED,"The article explicitly says the FBCCI proposed ""reducing Advance Income Tax (AIT) in phases at import stage at 3 percent from 5 percent to reduce the cost in industrial production and in trade and commerce,"" which closely matches the quoted evidence. This is a clear cause-and-effect statement, and it is discussed at the national trade-policy level rather than for a single firm or product.",2023-04-13,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",reduces import cost,FBCCI proposes tax cuts on imports,True,FBCCI Tax Cuts,reduces import cost,Advance Income Tax,(FBCCI Tax Cuts) ── reduces import cost ──> (Advance Income Tax),increase,(FBCCI Tax Cuts) ── increase ──> (imports),FBCCI Proposed Tax Cuts,(FBCCI Proposed Tax Cuts) ── increase ──> (imports),"""FBCCI Proposed Tax Cuts: Government Policy"""
15,llm_response_0236_South_Asia_Journal_20230311.json,Bangladesh banks feel squeeze of Moody's outlook downgrade,2023-03-11,http://southasiajournal.net/bangladesh-banks-feel-squeeze-of-moodys-outlook-downgrade/,South Asia Journal,imports,raises payment difficulty,Credit downgrade delays import settlement,"2023-03-11, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> raises payment difficulty -> Credit downgrade delays import settlement",0.982,the dollar crisis was stalling new credit arrangements and payments on previous ones.,CONFIRMED,"The article explicitly says that “the dollar crisis was stalling new credit arrangements and payments on previous ones,” which directly supports the claimed causal link. It is discussed at the Bangladesh banking-system level, matching the country-level import-financing scope implied by the claim.",2023-03-11,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",raises payment difficulty,Credit downgrade delays import settlement,True,Dollar Crisis,stalls import payments,Previous Payments,(Dollar Crisis) ── stalls import payments ──> (Previous Payments),decrease,(Dollar Crisis) ── decrease ──> (imports),Dollar Crisis,(Dollar Crisis) ── decrease ──> (imports),"""Dollar Crisis: Currency Movement"""
16,llm_response_0236_South_Asia_Journal_20230311.json,Bangladesh banks feel squeeze of Moody's outlook downgrade,2023-03-11,http://southasiajournal.net/bangladesh-banks-feel-squeeze-of-moodys-outlook-downgrade/,South Asia Journal,imports,stalls import payments,Dollar shortage stalls import bills,"2023-03-11, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> stalls import payments -> Dollar shortage stalls import bills",0.982,the dollar crisis was stalling new credit arrangements and payments on previous ones.,CONFIRMED,"The article explicitly says that “the dollar crisis was stalling new credit arrangements and payments on previous ones,” which directly supports the claimed causal link. It is discussed at the Bangladesh banking-system level, matching the country-level import-financing scope implied by the claim.",2023-03-11,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",stalls import payments,Dollar shortage stalls import bills,True,Dollar Crisis,stalls import payments,Previous Payments,(Dollar Crisis) ── stalls import payments ──> (Previous Payments),decrease,(Dollar Crisis) ── decrease ──> (imports),Dollar Shortage,(Dollar Shortage) ── decrease ──> (imports),"""Dollar Shortage: Currency Movement"""
17,llm_response_0240_Bangladesh_Sangbad_Sangstha_BSS_20230121.json,DCCI President urges all to work together in facing changing economic reality | Business,2023-01-21,https://www.bssnews.net/business/106417,Bangladesh Sangbad Sangstha (BSS),imports,eases import financing,Reduce LC margin for imports,"2023-01-21, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> eases import financing -> Reduce LC margin for imports",1.0,they have already requested the concerned authorities to reduce the LC margin for ensuring smooth import of essential items ahead of the Holy Month of Ramadan.,CONFIRMED,"The quoted statement appears almost verbatim in the article: they requested authorities to reduce the LC margin for ensuring smooth import of essential items. This explicitly links reducing LC margin to facilitating imports, and the discussion is at the national/import policy level rather than a single-firm level.",2023-01-21,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",eases import financing,Reduce LC margin for imports,True,Reduce LC Margin,eases import financing,Essential Items,(Reduce LC Margin) ── eases import financing ──> (Essential Items),increase,(Reduce LC Margin) ── increase ──> (imports),Reduced LC Margin,(Reduced LC Margin) ── increase ──> (imports),"""Reduced LC Margin: Government Policy"""
18,llm_response_0250_Bangladesh_Sangbad_Sangstha_BSS_20230213.json,"IFC provides $50m to Prime Bank to support trade, forex liquidity  | Business",2023-02-13,https://www.bssnews.net/business/110385,Bangladesh Sangbad Sangstha (BSS),imports,supports import financing,Funding supports trade finance,"2023-02-13, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> supports import financing -> Funding supports trade finance",1.0,"This IFC funding will support working capital, trade finance, and foreign exchange liquidity needs of export and import based entities",CONFIRMED,"The quoted text appears verbatim in the article. The article explicitly says the funding will support working capital, trade finance, and foreign exchange liquidity needs of export and import-based entities, which directly implies support for import financing. The discussion is at the broader Bangladesh trade-finance/market level, not just a single-company level.",2023-02-13,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",supports import financing,Funding supports trade finance,True,IFC Funding,supports import financing,Import Based Entities,(IFC Funding) ── supports import financing ──> (Import Based Entities),increase,(IFC Funding) ── increase ──> (imports),IFC Trade Finance Funding,(IFC Trade Finance Funding) ── increase ──> (imports),"""IFC Trade Finance Funding: Market Dynamics"""
19,llm_response_0262_Bangladesh_Sangbad_Sangstha_BSS_20230115.json,3-year roadmap to reduce import dependency of cooking oil: Razzaq | News,2023-01-15,https://www.bssnews.net/news/105384,Bangladesh Sangbad Sangstha (BSS),imports,reduces import dependency,Cooking oil import reduction plan,"2023-01-15, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> reduces import dependency -> Cooking oil import reduction plan",1.0,the government is implementing three- year roadmap to reduce import dependency of cooking oil,CONFIRMED,"The article explicitly says the government is implementing a three-year roadmap to reduce import dependency of cooking oil, which matches the quoted evidence. It also places this at the national level by discussing Bangladesh's cooking oil imports and domestic demand, so the scope matches.",2023-01-15,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",reduces import dependency,Cooking oil import reduction plan,True,Cooking Oil Import Reduction Plan,reduces import dependency,Cooking Oil,(Cooking Oil Import Reduction Plan) ── reduces import dependency ──> (Cooking Oil),decrease,(Cooking Oil Import Reduction Plan) ── decrease ──> (imports),Three-Year Roadmap,(Three-Year Roadmap) ── decrease ──> (imports),"""Three-Year Roadmap: Government Policy"""
20,llm_response_0264_Deccan_Herald_20230207.json,"Take note of Bangla crisis, hedge bets",2023-02-07,https://www.deccanherald.com/opinion/second-edit/take-note-of-bangla-crisis-hedge-bets-1188965.html,Deccan Herald,imports,increases import costs,Ukraine war raises import costs,"2023-02-07, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> increases import costs -> Ukraine war raises import costs",0.976,"Russia's invasion of Ukraine, which raised the cost of imports,",CONFIRMED,"The article explicitly says, ""Russia's invasion of Ukraine, which raised the cost of imports,"" so the quoted evidence appears verbatim and states a direct causal link. It discusses Bangladesh’s imports at the country level, matching the claimed scope.",2023-02-07,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",increases import costs,Ukraine war raises import costs,True,Russia's Invasion of Ukraine,increases import costs,Imports,(Russia's Invasion of Ukraine) ── increases import costs ──> (Imports),decrease,(Russia's Invasion of Ukraine) ── decrease ──> (imports),Russia's Invasion of Ukraine,(Russia's Invasion of Ukraine) ── decrease ──> (imports),"""Russia's Invasion of Ukraine: Global Shock"""
21,llm_response_0277_europesuncom_20230218.json,Clothing exports from Bangladesh rise as China's share in ready-made garment market declines,2023-02-18,https://www.europesun.com/news/273539310/clothing-exports-from-bangladesh-rise-as-china-share-in-ready-made-garment-market-declines,europesun.com,imports,redirects sourcing orders,Shifted orders from China,"2023-02-18, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> redirects sourcing orders -> Shifted orders from China",0.983,"""A lot of work orders were shifted to Bangladesh from China because of the recent trade war between China and the US,""",CONFIRMED,"The quoted sentence appears verbatim in the article. It explicitly says work orders were shifted to Bangladesh from China because of the recent trade war between China and the US, which states a causal relationship. The discussion is at the country/trade-flow level, matching the claimed scope.",2023-02-18,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",redirects sourcing orders,Shifted orders from China,True,Trade War,redirects sourcing orders,Work Orders,(Trade War) ── redirects sourcing orders ──> (Work Orders),decrease,(Trade War) ── decrease ──> (imports),Shifted Orders from China,(Shifted Orders from China) ── decrease ──> (imports),"""Shifted Orders from China: Global Shock"""
22,llm_response_0278_Bangladesh_Sangbad_Sangstha_BSS_20230226.json,NBR withdraws duty on sugar import | News Flash,2023-02-26,https://www.bssnews.net/news-flash/112613,Bangladesh Sangbad Sangstha (BSS),imports,reduces import cost,Sugar import duties cut,"2023-02-26, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> reduces import cost -> Sugar import duties cut",0.991,"The customs authority withdrew Taka 3,000 specific duty on import of raw and Taka 6,000 on refined sugar per ton",CONFIRMED,"The quoted language appears directly in the article, and the text explicitly states that the duty reduction is intended to let consumers get sugar at reduced rates, with expected import cost declines given as a result. The discussion is at the national import-policy level, matching the feature scope of imports.",2023-02-26,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",reduces import cost,Sugar import duties cut,True,Sugar Import Duties Cut,reduces import cost,Raw and Refined Sugar,(Sugar Import Duties Cut) ── reduces import cost ──> (Raw and Refined Sugar),increase,(Sugar Import Duties Cut) ── increase ──> (imports),Sugar Import Duty Cuts,(Sugar Import Duty Cuts) ── increase ──> (imports),"""Sugar Import Duty Cuts: Trade Policy"""
23,llm_response_0282_Bangladesh_Sangbad_Sangstha_BSS_20230303.json,Farmers urged to boost mustard seed production to meet demands | District,2023-03-03,https://www.bssnews.net/district/113627,Bangladesh Sangbad Sangstha (BSS),imports,reduces edible oil imports,Boost domestic mustard production,"2023-03-03, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> reduces edible oil imports -> Boost domestic mustard production",0.972,boost domestic production to cut the import pressure.,CONFIRMED,"The article explicitly says the country imports edible oil worth around Taka 22,000 crore every year, so there is no way but to boost domestic production to cut the import pressure. This is a country-level statement linking increased domestic production to reduced import pressure.",2023-03-03,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",reduces edible oil imports,Boost domestic mustard production,True,Boost Domestic Production,reduces edible oil imports,Import Pressure,(Boost Domestic Production) ── reduces edible oil imports ──> (Import Pressure),decrease,(Boost Domestic Production) ── decrease ──> (imports),Boost Domestic Mustard Production,(Boost Domestic Mustard Production) ── decrease ──> (imports),"""Boost Domestic Mustard Production: Industry Activity"""
24,llm_response_0285_LatestLY_20230215.json,World News | India-Bangladesh Joint Venture Power Plant to Resume Production After Month-long Halt | LatestLY,2023-02-15,https://www.latestly.com/agency-news/world-news-india-bangladesh-joint-venture-power-plant-to-resume-production-after-month-long-halt-4845288.html,LatestLY,imports,ensures fuel import,Coal shipment enables restart,"2023-02-15, The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs. -> ensures fuel import -> Coal shipment enables restart",0.985,the coal import to run the unit was ensured amid a dollar crisis,CONFIRMED,"The article explicitly says the unit will resume electricity production after the coal import to run the unit was ensured amid a dollar crisis. It also discusses this at the specific power-plant/unit level, matching the claimed scope.",2023-02-15,"The volume of goods brought in, driven by Letter of Credit (LC) availability and raw material needs.",ensures fuel import,Coal shipment enables restart,True,Coal Import,ensures fuel import,Unit,(Coal Import) ── ensures fuel import ──> (Unit),increase,(Coal Import) ── increase ──> (imports),Coal Import Assurance,(Coal Import Assurance) ── increase ──> (imports),"""Coal Import Assurance: Industry Activity"""
